Season,Week_Number,Date,Away_Team,Home_Team,Away_Points,Home_Points,Temperature,Weather
2024,5,10/06/24 04:05 PM EDT,Raiders,Broncos,18,34,68 °F,Clear
2024,5,10/06/24 04:05 PM EDT,Cardinals,49ers,24,23,91 °F,Clear
2024,5,10/06/24 04:25 PM EDT,Packers,Rams,24,19,72 °F,Clear
2024,5,10/06/24 04:25 PM EDT,Giants,Seahawks,29,20,60 °F,Clear
2024,5,10/06/24 09:45 PM EDT,Cowboys,Steelers,20,17,79 °F,Thunderstorms
2024,5,10/07/24 08:15 PM EDT,Saints,Chiefs,13,26,71 °F,Clear
2024,6,10/10/24 08:15 PM EDT,49ers,Seahawks,36,24,60 °F,Clear
2024,6,10/13/24 09:30 AM EDT,Jaguars,Bears,16,35,57 °F,Overcast
2024,6,10/13/24 01:00 PM EDT,Cardinals,Packers,13,34,50 °F,Rain
2024,6,10/13/24 01:00 PM EDT,Colts,Titans,20,17,81 °F,Clear
2024,6,10/13/24 01:00 PM EDT,Texans,Patriots,41,21,48 °F,Overcast
2024,6,10/13/24 01:00 PM EDT,Buccaneers,Saints,51,27,81 °F,Clear
2024,6,10/13/24 01:00 PM EDT,Browns,Eagles,16,20,72 °F,Clear
2024,6,10/13/24 01:00 PM EDT,Washington,Ravens,23,30,74 °F,Clear
2024,6,10/13/24 04:05 PM EDT,Chargers,Broncos,23,16,61 °F,Partly Cloudy
2024,6,10/13/24 04:05 PM EDT,Steelers,Raiders,32,13,84 °F,Clear
2024,6,10/13/24 04:25 PM EDT,Lions,Cowboys,47,9,95 °F,Clear
2024,6,10/13/24 04:25 PM EDT,Falcons,Panthers,38,20,81 °F,Clear
2024,6,10/13/24 08:20 PM EDT,Bengals,Giants,17,7,63 °F,Clear
2024,6,10/14/24 08:15 PM EDT,Bills,Jets,23,20,48 °F,Clear
2024,7,10/17/24 08:15 PM EDT,Broncos,Saints,33,10,68 °F,Clear
2024,7,10/20/24 09:30 AM EDT,Patriots,Jaguars,16,32,62 °F,Rain
2024,7,10/20/24 01:00 PM EDT,Seahawks,Falcons,34,14,68 °F,Clear
2024,7,10/20/24 01:00 PM EDT,Titans,Bills,10,34,63 °F,Clear
2024,7,10/20/24 01:00 PM EDT,Bengals,Browns,21,14,67 °F,Clear
2024,7,10/20/24 01:00 PM EDT,Texans,Packers,22,24,68 °F,Clear
2024,7,10/20/24 01:00 PM EDT,Dolphins,Colts,10,16,66 °F,Clear
2024,7,10/20/24 01:00 PM EDT,Lions,Vikings,31,29,68 °F,Clear
2024,7,10/20/24 01:00 PM EDT,Eagles,Giants,28,3,62 °F,Fog
2024,7,10/20/24 04:05 PM EDT,Raiders,Rams,15,20,81 °F,Rain
2024,7,10/20/24 04:05 PM EDT,Panthers,Washington,7,40,75 °F,Clear
2024,7,10/20/24 04:25 PM EDT,Chiefs,49ers,28,18,78 °F,Clear
2024,7,10/20/24 08:20 PM EDT,Jets,Steelers,15,37,73 °F,Clear
2024,7,10/21/24 08:15 PM EDT,Ravens,Buccaneers,41,31,81 °F,Clear
2024,7,10/21/24 09:00 PM EDT,Chargers,Cardinals,15,14,84 °F,Clear
2024,8,10/24/24 08:15 PM EDT,Vikings,Rams,20,30,66 °F,Clear
2024,8,10/27/24 01:00 PM EDT,Ravens,Browns,24,29,53 °F,Clear
2024,8,10/27/24 01:00 PM EDT,Titans,Lions,14,52,57 °F,Clear
2024,8,10/27/24 01:00 PM EDT,Cardinals,Dolphins,28,27,83 °F,Partly Cloudy
2024,8,10/27/24 01:00 PM EDT,Jets,Patriots,22,25,54 °F,Clear
2024,8,10/27/24 01:00 PM EDT,Falcons,Buccaneers,31,26,79 °F,Mostly Cloudy
2024,8,10/27/24 01:00 PM EDT,Colts,Texans,20,23,83 °F,Clear
2024,8,10/27/24 01:00 PM EDT,Eagles,Bengals,37,17,56 °F,Clear
2024,8,10/27/24 01:00 PM EDT,Packers,Jaguars,30,27,81 °F,Clear
2024,8,10/27/24 04:05 PM EDT,Saints,Chargers,8,26,74 °F,Clear
2024,8,10/27/24 04:05 PM EDT,Bills,Seahawks,31,10,57 °F,Partly Cloudy
2024,8,10/27/24 04:25 PM EDT,Bears,Washington,15,18,59 °F,Clear
2024,8,10/27/24 04:25 PM EDT,Panthers,Broncos,14,28,70 °F,Mostly Cloudy
2024,8,10/27/24 04:25 PM EDT,Chiefs,Raiders,27,20,78 °F,Mostly Cloudy
2024,8,10/27/24 08:20 PM EDT,Cowboys,49ers,24,30,72 °F,Mostly Cloudy
2024,8,10/28/24 08:15 PM EDT,Giants,Steelers,18,26,65 °F,Clear
2024,9,10/31/24 08:15 PM EDT,Texans,Jets,13,21,75 °F,Clear
2024,9,11/03/24 01:00 PM EST,Cowboys,Falcons,21,27,66 °F,Overcast
2024,9,11/03/24 01:00 PM EST,Dolphins,Bills,27,30,51 °F,Partly Cloudy
2024,9,11/03/24 01:00 PM EST,Raiders,Bengals,24,41,72 °F,Clear
2024,9,11/03/24 01:00 PM EST,Chargers,Browns,27,10,62 °F,Clear
2024,9,11/03/24 01:00 PM EST,Patriots,Titans,17,20,81 °F,Mostly Cloudy
2024,9,11/03/24 01:00 PM EST,Washington,Giants,27,22,52 °F,Clear
2024,9,11/03/24 01:00 PM EST,Saints,Panthers,22,23,64 °F,Mostly Cloudy
2024,9,11/03/24 01:00 PM EST,Broncos,Ravens,10,41,56 °F,Clear
2024,9,11/03/24 04:05 PM EST,Bears,Cardinals,9,29,55 °F,Mostly Cloudy
2024,9,11/03/24 04:05 PM EST,Jaguars,Eagles,23,28,58 °F,Partly Cloudy
2024,9,11/03/24 04:25 PM EST,Lions,Packers,24,14,51 °F,Rain
2024,9,11/03/24 04:25 PM EST,Rams,Seahawks,26,20,53 °F,Mostly Cloudy
2024,9,11/03/24 08:20 PM EST,Colts,Vikings,13,21,48 °F,Rain
2024,9,11/04/24 08:15 PM EST,Buccaneers,Chiefs,24,30,63 °F,Rain
2024,10,11/07/24 08:15 PM EST,Bengals,Ravens,34,35,71 °F,Clear
2024,10,11/10/24 09:30 AM EST,Giants,Panthers,17,17,43 °F,Mostly Cloudy
2024,10,11/10/24 01:00 PM EST,Patriots,Bears,19,3,60 °F,Mostly Cloudy
2024,10,11/10/24 01:00 PM EST,Bills,Colts,30,20,62 °F,Mostly Cloudy
2024,10,11/10/24 01:00 PM EST,Broncos,Chiefs,14,16,57 °F,Clear
2024,10,11/10/24 01:00 PM EST,Falcons,Saints,17,20,78 °F,Rain
2024,10,11/10/24 01:00 PM EST,49ers,Buccaneers,23,20,86 °F,Partly Cloudy
2024,10,11/10/24 01:00 PM EST,Steelers,Washington,28,27,54 °F,Clear
2024,10,11/10/24 01:00 PM EST,Vikings,Jaguars,12,7,78 °F,Mostly Cloudy
2024,10,11/10/24 04:05 PM EST,Titans,Chargers,17,27,73 °F,Clear
2024,10,11/10/24 04:25 PM EST,Eagles,Cowboys,34,6,79 °F,Clear
2024,10,11/10/24 04:25 PM EST,Jets,Cardinals,6,31,72 °F,Clear
2024,10,11/10/24 08:20 PM EST,Lions,Texans,26,23,75 °F,Clear
2024,10,11/11/24 08:15 PM EST,Dolphins,Rams,23,15,64 °F,Clear
2024,11,11/14/24 08:15 PM EST,Washington,Eagles,18,26,45 °F,Overcast
2024,11,11/17/24 01:00 PM EST,Packers,Bears,20,19,55 °F,Overcast
2024,11,11/17/24 01:00 PM EST,Jaguars,Lions,6,52,53 °F,Clear
2024,11,11/17/24 01:00 PM EST,Vikings,Titans,23,13,72 °F,Clear
2024,11,11/17/24 01:00 PM EST,Raiders,Dolphins,19,34,82 °F,Overcast
2024,11,11/17/24 01:00 PM EST,Rams,Patriots,28,22,62 °F,Clear
2024,11,11/17/24 01:00 PM EST,Browns,Saints,14,35,80 °F,Mostly Cloudy
2024,11,11/17/24 01:00 PM EST,Ravens,Steelers,16,18,50 °F,Clear
2024,11,11/17/24 01:00 PM EST,Colts,Jets,28,27,63 °F,Clear
2024,11,11/17/24 04:05 PM EST,Falcons,Broncos,6,38,52 °F,Clear
2024,11,11/17/24 04:05 PM EST,Seahawks,49ers,20,17,63 °F,Overcast
2024,11,11/17/24 04:25 PM EST,Chiefs,Bills,21,30,51 °F,Overcast
2024,11,11/17/24 08:20 PM EST,Bengals,Chargers,27,34,63 °F,Clear
2024,11,11/18/24 08:15 PM EST,Texans,Cowboys,34,10,65 °F,Clear
2024,12,11/21/24 08:15 PM EST,Steelers,Browns,19,24,36 °F,Snow
2024,12,11/24/24 01:00 PM EST,Vikings,Bears,30,27,49 °F,Mostly Cloudy
2024,12,11/24/24 01:00 PM EST,Lions,Colts,24,6,50 °F,Mostly Cloudy
2024,12,11/24/24 01:00 PM EST,Patriots,Dolphins,15,34,77 °F,Clear
2024,12,11/24/24 01:00 PM EST,Buccaneers,Giants,30,7,50 °F,Mostly Cloudy
2024,12,11/24/24 01:00 PM EST,Cowboys,Washington,34,26,55 °F,Clear
2024,12,11/24/24 01:00 PM EST,Chiefs,Panthers,30,27,60 °F,Clear
2024,12,11/24/24 01:00 PM EST,Titans,Texans,32,27,78 °F,Partly Cloudy
2024,12,11/24/24 04:05 PM EST,Broncos,Raiders,29,19,63 °F,Mostly Cloudy
2024,12,11/24/24 04:25 PM EST,49ers,Packers,10,38,43 °F,Overcast
2024,12,11/24/24 04:25 PM EST,Cardinals,Seahawks,6,16,47 °F,Rain
2024,12,11/24/24 08:20 PM EST,Eagles,Rams,37,20,61 °F,Clear
2024,12,11/25/24 08:15 PM EST,Ravens,Chargers,30,23,65 °F,Partly Cloudy
2024,13,11/28/24 12:30 PM EST,Bears,Lions,20,23,39 °F,Overcast
2024,13,11/28/24 04:30 PM EST,Giants,Cowboys,20,27,48 °F,Clear
2024,13,11/28/24 08:20 PM EST,Dolphins,Packers,17,30,27 °F,Overcast
2024,13,11/29/24 03:00 PM EST,Raiders,Chiefs,17,19,38 °F,Partly Cloudy
2024,13,12/01/24 01:00 PM EST,Chargers,Falcons,17,13,48 °F,Clear
2024,13,12/01/24 01:00 PM EST,Steelers,Bengals,44,38,30 °F,Clear
2024,13,12/01/24 01:00 PM EST,Cardinals,Vikings,22,23,10 °F,Mostly Cloudy
2024,13,12/01/24 01:00 PM EST,Colts,Patriots,25,24,37 °F,Clear
2024,13,12/01/24 01:00 PM EST,Seahawks,Jets,26,21,37 °F,Clear
2024,13,12/01/24 01:00 PM EST,Titans,Washington,19,42,42 °F,Partly Cloudy
2024,13,12/01/24 01:00 PM EST,Texans,Jaguars,23,20,55 °F,Clear
2024,13,12/01/24 04:05 PM EST,Rams,Saints,21,14,64 °F,Clear
2024,13,12/01/24 04:05 PM EST,Buccaneers,Panthers,26,23,51 °F,Partly Cloudy
2024,13,12/01/24 04:25 PM EST,Eagles,Ravens,24,19,41 °F,Mostly Cloudy
2024,13,12/01/24 08:20 PM EST,49ers,Bills,10,35,31 °F,Mostly Cloudy
2024,13,12/02/24 08:15 PM EST,Browns,Broncos,32,41,45 °F,Clear
2024,14,12/05/24 08:15 PM EST,Packers,Lions,31,34,29 °F,Overcast
2024,14,12/08/24 01:00 PM EST,Jaguars,Titans,10,6,54 °F,Overcast
2024,14,12/08/24 01:00 PM EST,Jets,Dolphins,26,32,78 °F,Mostly Cloudy
2024,14,12/08/24 01:00 PM EST,Falcons,Vikings,21,42,38 °F,Overcast
2024,14,12/08/24 01:00 PM EST,Saints,Giants,14,11,53 °F,Clear
2024,14,12/08/24 01:00 PM EST,Panthers,Eagles,16,22,57 °F,Mostly Cloudy
2024,14,12/08/24 01:00 PM EST,Browns,Steelers,14,27,48 °F,Clear
2024,14,12/08/24 01:00 PM EST,Raiders,Buccaneers,13,28,70 °F,Mostly Cloudy
2024,14,12/08/24 04:05 PM EST,Seahawks,Cardinals,30,18,68 °F,Clear
2024,14,12/08/24 04:25 PM EST,Bills,Rams,42,44,67 °F,Clear
2024,14,12/08/24 04:25 PM EST,Bears,49ers,13,38,66 °F,Mostly Cloudy
2024,14,12/08/24 08:20 PM EST,Chargers,Chiefs,17,19,50 °F,Overcast
2024,14,12/09/24 08:15 PM EST,Bengals,Cowboys,27,20,61 °F,Clear
2024,15,12/12/24 08:15 PM EST,Rams,49ers,12,6,54 °F,Rain
2024,15,12/15/24 01:00 PM EST,Chiefs,Browns,21,7,41 °F,Overcast
2024,15,12/15/24 01:00 PM EST,Bengals,Titans,37,27,55 °F,Overcast
2024,15,12/15/24 01:00 PM EST,Washington,Saints,20,19,74 °F,Clear
2024,15,12/15/24 01:00 PM EST,Ravens,Giants,35,14,36 °F,Clear
2024,15,12/15/24 01:00 PM EST,Cowboys,Panthers,30,14,45 °F,Mostly Cloudy
2024,15,12/15/24 01:00 PM EST,Dolphins,Texans,12,20,80 °F,Partly Cloudy
2024,15,12/15/24 01:00 PM EST,Jets,Jaguars,32,25,62 °F,Fog
2024,15,12/15/24 04:25 PM EST,Colts,Broncos,13,31,54 °F,Clear
2024,15,12/15/24 04:25 PM EST,Bills,Lions,48,42,41 °F,Fog
2024,15,12/15/24 04:25 PM EST,Steelers,Eagles,13,27,40 °F,Overcast
2024,15,12/15/24 04:25 PM EST,Patriots,Cardinals,17,30,61 °F,Clear
2024,15,12/15/24 04:25 PM EST,Buccaneers,Chargers,40,17,63 °F,Clear
2024,15,12/15/24 08:20 PM EST,Packers,Seahawks,30,13,46 °F,Partly Cloudy
2024,15,12/16/24 08:00 PM EST,Bears,Vikings,12,30,33 °F,Overcast
2024,15,12/16/24 08:30 PM EST,Falcons,Raiders,15,9,54 °F,Mostly Cloudy
2024,16,12/19/24 08:15 PM EST,Broncos,Chargers,27,34,64 °F,Clear
2024,16,12/21/24 01:00 PM EST,Texans,Chiefs,19,27,32 °F,Clear
2024,16,12/21/24 04:30 PM EST,Steelers,Ravens,17,34,36 °F,Scattered Snow Showers
2024,16,12/22/24 01:00 PM EST,Browns,Bengals,6,24,31 °F,Clear
2024,16,12/22/24 01:00 PM EST,Giants,Falcons,7,34,46 °F,Clear
2024,16,12/22/24 01:00 PM EST,Lions,Bears,34,17,30 °F,Mostly Cloudy
2024,16,12/22/24 01:00 PM EST,Titans,Colts,30,38,31 °F,Mostly Cloudy
2024,16,12/22/24 01:00 PM EST,Rams,Jets,19,9,19 °F,Clear
2024,16,12/22/24 01:00 PM EST,Eagles,Washington,33,36,31 °F,Clear
2024,16,12/22/24 01:00 PM EST,Cardinals,Panthers,30,36,36 °F,Clear
2024,16,12/22/24 04:05 PM EST,Vikings,Seahawks,27,24,48 °F,Overcast
2024,16,12/22/24 04:25 PM EST,Patriots,Bills,21,24,14 °F,Clear
2024,16,12/22/24 04:25 PM EST,Jaguars,Raiders,14,19,60 °F,Mostly Cloudy
2024,16,12/22/24 04:25 PM EST,49ers,Dolphins,17,29,75 °F,Clear
2024,16,12/22/24 08:20 PM EST,Buccaneers,Cowboys,24,26,58 °F,Overcast
2024,16,12/23/24 08:15 PM EST,Saints,Packers,0,34,34 °F,Overcast
2024,17,12/25/24 01:00 PM EST,Chiefs,Steelers,29,10,38 °F,Overcast
2024,17,12/25/24 04:30 PM EST,Ravens,Texans,31,2,67 °F,Overcast
2024,17,12/26/24 08:15 PM EST,Seahawks,Bears,6,3,49 °F,Overcast
2024,17,12/28/24 01:00 PM EST,Chargers,Patriots,40,7,43 °F,Fog
2024,17,12/28/24 04:30 PM EST,Broncos,Bengals,24,30,61 °F,Partly Cloudy
2024,17,12/28/24 08:00 PM EST,Cardinals,Rams,9,13,59 °F,Partly Cloudy
2024,17,12/29/24 01:00 PM EST,Colts,Giants,33,45,54 °F,Fog
2024,17,12/29/24 01:00 PM EST,Jets,Bills,14,40,51 °F,Rain
2024,17,12/29/24 01:00 PM EST,Raiders,Saints,25,10,61 °F,Clear
2024,17,12/29/24 01:00 PM EST,Panthers,Buccaneers,14,48,76 °F,Mostly Cloudy
2024,17,12/29/24 01:00 PM EST,Cowboys,Eagles,7,41,64 °F,Mostly Cloudy
2024,17,12/29/24 01:00 PM EST,Titans,Jaguars,13,20,65 °F,Rain
2024,17,12/29/24 04:05 PM EST,Dolphins,Browns,20,3,61 °F,Rain
2024,17,12/29/24 04:25 PM EST,Packers,Vikings,25,27,37 °F,Fog
2024,17,12/29/24 08:20 PM EST,Falcons,Washington,24,30,58 °F,Overcast
2024,17,12/30/24 08:15 PM EST,Lions,49ers,40,34,57 °F,Mostly Cloudy
2024,18,01/04/25 04:30 PM EST,Browns,Ravens,10,35,32 °F,Mostly Cloudy
2024,18,01/04/25 08:00 PM EST,Bengals,Steelers,19,17,19 °F,Overcast
2024,18,01/05/25 01:00 PM EST,Panthers,Falcons,44,38,54 °F,Overcast
2024,18,01/05/25 01:00 PM EST,Washington,Cowboys,23,19,44 °F,Clear
2024,18,01/05/25 01:00 PM EST,Bears,Packers,24,22,15 °F,Overcast
2024,18,01/05/25 01:00 PM EST,Texans,Titans,23,14,36 °F,Overcast
2024,18,01/05/25 01:00 PM EST,Jaguars,Colts,23,26,21 °F,Snow
2024,18,01/05/25 01:00 PM EST,Bills,Patriots,16,23,35 °F,Overcast
2024,18,01/05/25 01:00 PM EST,Giants,Eagles,13,20,29 °F,Clear
2024,18,01/05/25 01:00 PM EST,Saints,Buccaneers,19,27,68 °F,Partly Cloudy
2024,18,01/05/25 04:25 PM EST,Chiefs,Broncos,0,38,30 °F,Partly Cloudy
2024,18,01/05/25 04:25 PM EST,Chargers,Raiders,34,20,57 °F,Mostly Cloudy
2024,18,01/05/25 04:25 PM EST,Seahawks,Rams,30,25,75 °F,Clear
2024,18,01/05/25 04:25 PM EST,Dolphins,Jets,20,32,31 °F,Clear
2024,18,01/05/25 04:25 PM EST,49ers,Cardinals,24,47,61 °F,Clear
2024,18,01/05/25 08:20 PM EST,Vikings,Lions,9,31,23 °F,Clear
